Link,ชื่อ,ผู้ว่าจ้าง,แฟลตฟอร์ม,บริการ,ราคา,ยอดเดิม,ยอดรวม,เพิ่มฟอลต่างาชาติ,แถม,ทำไปแล้ว,คงเหลือต่างชาติ,เพิ่มฟอลไทย,แถม,ทำไปแล้ว,คงเหลือไทย,วันที่เริ่ม,วันที่สิ้นสุด,เวลาที่ใช้ไป,สถานะ,หมายเหตุ,,ค่าใช่จ่าย
https://www.instagram.com/oooooo.opal?igsh=b2V4N3g2anpvbHJ4&utm_source=qr,000000.0pal,https://chat.fastwork.co/message/5SONJFKY,ig : ฟอล,ไทย,350,11600,12150,,,,0,450,100,300,250,20/4/2026,27/4/2026,8,เสร็จสิ้นปิดงานแล้ว,,,
https://www.instagram.com/ddreamiy?igsh=MTQwcDVhOXp0b2h1dg==,ddreamiy,https://chat.fastwork.co/message/TFBEGPXV,ig : ฟอล,ไทย,500,4183,4933,,,,0,650,100,855,-105,23/4/2026,2/5/2026,10,เสร็จสิ้นปิดงานแล้ว,ทยอยทำ,,
https://www.instagram.com/artee_taokaenoy?igsh=MTh5dzF1MHVsZmFuag==,artee_taokaenoy,https://chat.fastwork.co/message/VWWFLJSH,ig : ฟอล,ไทย,350,914,1464,,,,0,450,100,648,-98,24/4/2026,25/4/2026,2,เสร็จสิ้นปิดงานแล้ว,,,
https://www.instagram.com/akekanutt?igsh=aWN6dDVsZWsyZGgy,akekanutt,https://chat.fastwork.co/message/HC2RDP1L,ig : ฟอล,ไทย,1000,3424,5024,,,,0,1400,200,1663,-63,24/4/2026,26/4/2026,3,เสร็จสิ้นปิดงานแล้ว,,,
https://www.instagram.com/nk_arz?igsh=a3BjNTRtM21oaTNw,nk_arz,https://chat.fastwork.co/message/C1MWN55J,ig : ฟอล,ไทย,350,5395,5945,,,,0,450,100,160,390,24/4/2026,26/4/2026,3,เสร็จสิ้นปิดงานแล้ว,,,
https://www.instagram.com/teochew.tj?igsh=MW16NGpkdXF2bDNxZg==,teochew.tj,https://chat.fastwork.co/message/D5QGGDQM,ig : ฟอล,ไทย,350,17,317,,,,0,300,,332,-32,27/4/2026,30/4/2026,4,เสร็จสิ้นปิดงานแล้ว,,,
https://www.instagram.com/reel/DXGQZeHkfTM/?igsh=d2x2dDd0aHozaXBs,,,ig : ไลค์,ไทย,,12,112,,,,0,100,,98,2,27/4/2026,30/4/2026,4,เสร็จสิ้นปิดงานแล้ว,,,
https://www.instagram.com/reel/DXSvQ-1k-rH/?igsh=MWRqczBzbWhubHBpbw==,,,ig : ไลค์,ไทย,,7,107,,,,0,100,,100,0,27/4/2026,30/4/2026,4,เสร็จสิ้นปิดงานแล้ว,,,
https://www.instagram.com/n_nanie?igsh=MXJqbHIzNjdpcnYzeg%3D%3D&utm_source=qr,n_nanie,https://chat.fastwork.co/message/OA9MVBSR,ig : ฟอล,ไทย,350,169,669,,,,0,450,50,536,-36,28/4/2026,30/4/2026,3,เสร็จสิ้นปิดงานแล้ว,,,
https://www.instagram.com/smch31_?igsh=MXY2cjNudnV2N2ZuMw==,smch31,https://chat.fastwork.co/message/CT6NI94V,ig : ฟอล,ไทย,350,1790,2290,,,,0,450,50,541,-41,30/4/2026,2/5/2026,3,เสร็จสิ้นปิดงานแล้ว,,,
https://www.instagram.com/n.supitchaya?igsh=MWZydjJsM2w3M3ptZA==,n.supitchaya,https://chat.fastwork.co/message/UP6DXKJC,ig : ฟอล,ไทย,1000,252,1752,,,,0,1400,100,1561,-61,1/5/2026,3/5/2026,3,เสร็จสิ้นปิดงานแล้ว,,,
https://www.instagram.com/indeedthailand?igsh=MWdndnhoOThiMjU2OA%3D%3D&utm_source=qr,indeedthailand,https://chat.fastwork.co/message/2DE70XCT,ig : ฟอล,ต่างชาติ,1300,2887,15187,11300,1000,10096,2204,,,,0,2/5/2026,3/5/2026,2,เสร็จสิ้นปิดงานแล้ว,16100,,
https://www.instagram.com/_laviitra_?igsh=MWtybzVoODl2a2Z2NQ==,_laviitra_,https://chat.fastwork.co/message/IU71BTGO,ig : ฟอล,ไทย,3000,1110,5610,,,,0,4200,300,4503,-3,2/5/2026,7/5/2026,6,เสร็จสิ้นปิดงานแล้ว,,ตะวัน,
https://www.instagram.com/lerhair.official?igsh=MXJ1OXVtbmllaHc1Ng%3D%3D&utm_source=qr,lerhair.official,https://chat.fastwork.co/message/X0BNAIMH,ig : ฟอล,ต่างชาติ,1000,3,13303,11300,2000,7785,5515,,,,0,3/5/2026,5/5/2026,3,เสร็จสิ้นปิดงานแล้ว,13900,,
https://www.instagram.com/hiclass.zenith/?utm_source=ig_web_button_share_sheet,hiclass.zenith,https://chat.fastwork.co/message/BRU1U48T,ig : ฟอล,ไทย,350,191,691,,,247,-247,450,50,600,-100,4/5/2026,7/5/2026,4,เสร็จสิ้นปิดงานแล้ว,,ตะวัน,
https://www.instagram.com/chanyanuch._08?igsh=MWp6Y3QxazFlY2FmYw==,chanyanuch._08,https://chat.fastwork.co/message/5SXJFDU7,ig : ฟอล,ไทย,500,35,735,,,,0,650,50,814,-114,5/5/2026,6/5/2026,2,เสร็จสิ้นปิดงานแล้ว,,,
https://www.instagram.com/chiccloset.bkk?igsh=Zmdib3hkNHV6c3Y%3D&utm_source=qr,chiccloset.bkk,https://chat.fastwork.co/message/HPOE7ARS,ig : ฟอล,ไทย,700,20,920,,,,0,850,50,954,-54,6/5/2026,6/5/2026,1,เสร็จสิ้นปิดงานแล้ว,เร่ง,,
https://www.instagram.com/theshortgunn?igsh=ZXBpbG1jOWh6MGFx&utm_source=qr,theshortgunn,https://chat.fastwork.co/message/SIUCVTOB,ig : ฟอล,ไทย,350,14885,15385,,,,0,450,50,494,6,6/5/2026,8/5/2026,3,เสร็จสิ้นปิดงานแล้ว,,ตะวัน,
https://www.instagram.com/movein.th?igsh=MWJhc29icDIwa2tlbA%3D%3D&utm_source=qr,movein.th,https://chat.fastwork.co/message/64B4WS2C,ig : ฟอล,ผสม,350,26,1476,1200,,1000,200,250,,258,-8,6/5/2026,7/5/2026,2,เสร็จสิ้นปิดงานแล้ว,1516 เร่ง,เหมียวจิ,
https://www.instagram.com/pai_paphawee/,pai_paphawee,https://chat.fastwork.co/message/UIRU2OCY,ig : ฟอล,ไทย,350,24397,24897,,,,0,450,50,552,-52,7/5/2026,8/5/2026,2,เสร็จสิ้นปิดงานแล้ว,เร่ง,ตะวัน,
https://www.instagram.com/paigab_thenamee?igsh=MXhqMGVzZGdpOG84Nw%3D%3D&utm_source=qr,paigab_thenamee,https://chat.fastwork.co/message/EMJ8RRIY,ig : ฟอล,ไทย,500,28975,29675,,,,0,650,50,669,31,7/5/2026,9/5/2026,3,เสร็จสิ้นปิดงานแล้ว,ปกจิ,ตะวัน,
https://www.instagram.com/nunlacha?igsh=azNoaG5vZGIyanNq,nunlacha,https://chat.fastwork.co/message/69AFMU7E,ig : ฟอล,ผสม,350,24108,25558,1200,,1200,0,250,,,250,7/5/2026,9/5/2026,3,เสร็จสิ้นปิดงานแล้ว,25509,,
https://www.instagram.com/praewnichapha?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==,praewnichapha,https://chat.fastwork.co/message/Y8M0BK89,ig : ฟอล,ไทย,"1,350","88,824","90,924",,,,0,"2,000",100,"1,415",685,7/5/2026,10/5/2026,4,เสร็จสิ้นปิดงานแล้ว,เร่ง,,
https://www.instagram.com/katessrn?igsh=NXdrNTJydXhrM3gz&utm_source=qr,katessrn,https://chat.fastwork.co/message/ANPABIXT,ig : ฟอล,ไทย,350,"3,831","4,331",,,,0,450,50,505,-5,7/5/2026,13/5/2026,7,เสร็จสิ้นปิดงานแล้ว,,ตะวัน,
https://www.tiktok.com/@katessrn?_r=1&_t=ZS-96ANCNc9Y7Z,เกตพร้อมแคร์.,,tiktok : ตต,ไทย,,617,"1,017",,,,0,350,50,426,-26,7/5/2026,13/5/2026,7,เสร็จสิ้นปิดงานแล้ว,,ตะวัน,
https://www.instagram.com/gingpkkh?igsh=MTdoZzZocTd5aXNhMg==,gingpkkh,https://chat.fastwork.co/message/3CKH4SRW,ig : ฟอล,ไทย,"1,000","11,137","12,637",,,,0,"1,400",100,"1,388",112,8/5/2026,11/5/2026,4,เสร็จสิ้นปิดงานแล้ว,,เหมียวจิ,
https://www.instagram.com/yana_natty?igsh=MTJmZjJlNWZ2aWpqcA%3D%3D&utm_source=qr,yana_natty,https://chat.fastwork.co/message/ZKI9KY8N,ig : ฟอล,ผสม,350,1216,2716,1000,,,1000,450,50,522,-22,8/5/2026,10/5/2026,3,เสร็จสิ้นปิดงานแล้ว,,เหมียวจิ,
https://www.instagram.com/kanzakix?igsh=MTl3dWZtc3B3ajhtaw%3D%3D&utm_source=qr,kanzakix,https://chat.fastwork.co/message/KEI4FSLQ,ig : ฟอล,ต่างชาติ,1300,18520,32820,11300,3000,11500,2800,,,,0,8/5/2026,12/5/2026,5,เสร็จสิ้นปิดงานแล้ว,30144,,
https://www.instagram.com/apat.rt?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==,apat.r,https://chat.fastwork.co/message/UB6Y6VKD,ig : ฟอล,ไทย,350,405,905,,,,0,450,50,501,-1,8/5/2026,9/5/2026,2,เสร็จสิ้นปิดงานแล้ว,,ตะวัน,
https://www.instagram.com/nes__narin?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==,Nes__Narin,https://chat.fastwork.co/message/I4YXFU49,ig : ฟอล,ไทย,350,1056,1556,,,,0,450,50,908,-408,8/5/2026,10/5/2026,3,เสร็จสิ้นปิดงานแล้ว,,ตะวัน,
https://www.instagram.com/nk_arz?igsh=a3BjNTRtM21oaTNw,nk_arz,https://chat.fastwork.co/message/4LT9DXDB,ig : ไลค์,ไทย,350,,500,,,,0,450,50,,500,8/5/2026,10/5/2026,3,เสร็จสิ้นปิดงานแล้ว,ไลค์โพส 9 โพส รายละเอียดอยู่ในแชท fastwork,ตะวัน,
https://www.instagram.com/prokandpages?igsh=MWhoZjhjMWpqZXc3bQ%3D%3D&utm_source=qr,prokandpages,https://chat.fastwork.co/message/PDI5TJ30,ig : ฟอล,ไทย,350,0,100,,,,0,100,,,100,9/5/2026,11/5/2026,3,เสร็จสิ้นปิดงานแล้ว,,,
https://www.instagram.com/cheetahcrops?igsh=MXFjNnh5a21oaW9xcw%3D%3D&utm_source=qr,cheetahcrops,,ig : ฟอล,ไทย,,8,158,,,,0,150,,,150,9/5/2026,11/5/2026,3,เสร็จสิ้นปิดงานแล้ว,,,
https://www.instagram.com/curly_cut_rama3?igsh=NmhuaW5ucXdwajA1,curly_cut_rama3,https://chat.fastwork.co/message/RKQRDJKG,ig : ฟอล,ไทย,350,865,1165,,,,0,300,,296,4,9/5/2026,11/5/2026,3,เสร็จสิ้นปิดงานแล้ว,,,
https://www.instagram.com/reel/DX0nUX0gDlT/?igsh=MWxzbGRtaTQ3aDg0OQ==,curly_cut_rama3,,ig : ไลค์,ไทย,,3,43,,,,0,40,,,40,9/5/2026,11/5/2026,3,เสร็จสิ้นปิดงานแล้ว,,,
https://www.instagram.com/reel/DX5qFKGCcXf/?igsh=MW1ob3l6M2VqZTlpMQ==,curly_cut_rama3,,ig : ไลค์,ไทย,,3,43,,,,0,40,,,40,9/5/2026,11/5/2026,3,เสร็จสิ้นปิดงานแล้ว,,,
https://www.instagram.com/reel/DYEmVkEIDkI/?igsh=aTZvdGMwZnc2aTk4,curly_cut_rama3,,ig : ไลค์,ไทย,,3,43,,,,0,40,,,40,9/5/2026,11/5/2026,3,เสร็จสิ้นปิดงานแล้ว,,,
https://www.instagram.com/reel/DYGcLhqkSMA/?igsh=MTBqa2s3YnRrZWlsNA==,curly_cut_rama3,,ig : ไลค์,ไทย,,2,42,,,,0,40,,,40,9/5/2026,11/5/2026,3,เสร็จสิ้นปิดงานแล้ว,,,
https://www.instagram.com/reel/DYGp3R2iMem/?igsh=MW1zN3IyZjhjZ3h6ZA==,curly_cut_rama3,,ig : ไลค์,ไทย,,0,40,,,,0,40,,,40,9/5/2026,11/5/2026,3,เสร็จสิ้นปิดงานแล้ว,,,
https://www.instagram.com/nunn_nannaphat?igsh=MWJ1Zjh1bHRuYXkzdg==,nunn_nannaphat,https://chat.fastwork.co/message/6QN4SF5Y,ig : ฟอล,ไทย,350,0,500,,,,0,450,50,741,-241,9/5/2026,10/5/2026,2,เสร็จสิ้นปิดงานแล้ว,,,
https://www.instagram.com/zodiask.th?igsh=MTk2cGx0OW42aGJxdg==,zodiask.th,https://chat.fastwork.co/message/VAZ55L39,ig : ฟอล,ไทย,"2,000",26,"3,026",,,,0,"2,800",200,"3,018",-18,9/5/2026,17/5/2026,9,เสร็จสิ้นปิดงานแล้ว,,ตะวัน,
https://www.instagram.com/p/DYFez7hkzsu/?igsh=NXVrOG5vaWh5ZW01,nk_arz,https://chat.fastwork.co/message/4LT9DXDB,ig : ไลค์,ไทย,,0,30,,,,0,30,,,30,8/5/2026,10/5/2026,3,เสร็จสิ้นปิดงานแล้ว,,,
https://www.instagram.com/p/DYFdpheAVYV/?igsh=MWg4N2FncXIxc2tjYw==,,,ig : ไลค์,ไทย,,0,30,,,,0,30,,,30,8/5/2026,10/5/2026,3,เสร็จสิ้นปิดงานแล้ว,,,
https://www.instagram.com/p/DYFdUfYk6JP/?igsh=MXNrdGk1aGs4OHA4aQ==,,,ig : ไลค์,ไทย,,0,30,,,,0,30,,,30,8/5/2026,10/5/2026,3,เสร็จสิ้นปิดงานแล้ว,,,
https://www.instagram.com/p/DYFRJAzAUaA/?igsh=MTVoNTJ2ZHdjc2J2bw==,,,ig : ไลค์,ไทย,,0,30,,,,0,30,,,30,8/5/2026,10/5/2026,3,เสร็จสิ้นปิดงานแล้ว,,,
https://www.instagram.com/p/DYFOnfJgWXq/?igsh=OGc5b213aThuZ2Y5,,,ig : ไลค์,ไทย,,0,30,,,,0,30,,,30,8/5/2026,10/5/2026,3,เสร็จสิ้นปิดงานแล้ว,,,
https://www.instagram.com/p/DYFKHjjgej3/?igsh=bGt3YXMzb2N4dnpz,,,ig : ไลค์,ไทย,,0,30,,,,0,30,,,30,8/5/2026,10/5/2026,3,เสร็จสิ้นปิดงานแล้ว,,,
https://www.instagram.com/p/DYFJduvgbIG/?igsh=MWZjemx5MnpvNWRtZw==,,,ig : ไลค์,ไทย,,0,30,,,,0,30,,,30,8/5/2026,10/5/2026,3,เสร็จสิ้นปิดงานแล้ว,,,
https://www.instagram.com/thaelis.luxuryfeel?igsh=MjEwd3J2NzRmMXc%3D&utm_source=qr,thaelis.luxuryfeel,https://chat.fastwork.co/message/3D3VZ6VO,ig : ฟอล,ผสม,700,678,"2,778","1,200",,"1,000",200,700,200,573,327,11/5/2026,15/5/2026,5,เสร็จสิ้นปิดงานแล้ว,"2,047",ตะวัน,
https://www.instagram.com/_lalipatt?igsh=MXd6MGlpam9wYTZyMA%3D%3D&utm_source=qr,_lalipatt,https://chat.fastwork.co/message/KHZMWTVW,ig : ฟอล,ไทย,350,"8,389","8,889",,,,0,450,50,553,-53,14/5/2026,14/5/2026,1,เสร็จสิ้นปิดงานแล้ว,,,
https://www.instagram.com/covathailand,covathailand,https://chat.fastwork.co/message/P3D0FCEA,ig : ฟอล,ไทย,"3,000","1,583","6,083",,,0,0,"4,200",300,"4,511",-11,14/5/2026,18/5/2026,5,เสร็จสิ้นปิดงานแล้ว,,,
https://www.instagram.com/mintyaarpa?igsh=MXFoa294d3JwNTgyMw==,mintyaarpa,https://chat.fastwork.co/message/KGVJHA98,ig : ฟอล,ไทย,350,"48,200","48,500",,,,0,300,,"-1,400","1,700",14/5/2026,15/5/2026,2,เสร็จสิ้นปิดงานแล้ว,,,
https://www.instagram.com/reel/DYSg3EUzHx9/?igsh=MXg2dzFsb2JjNjZxag==,,,ig : ไลค์,ไทย,,0,100,,,,0,100,,151,-51,14/5/2026,15/5/2026,2,เสร็จสิ้นปิดงานแล้ว,,,
https://www.instagram.com/p/DYMmstKk3Aj/?igsh=YTEyZGF5NDdiaTdw,,,ig : ไลค์,ไทย,,0,50,,,,0,50,,,50,14/5/2026,15/5/2026,2,เสร็จสิ้นปิดงานแล้ว,,,
https://www.instagram.com/p/DYJnsAQE7bc/?igsh=Z25lYWJ4ZzNjbG91,,,ig : ไลค์,ไทย,,0,50,,,,0,50,,,50,14/5/2026,15/5/2026,2,เสร็จสิ้นปิดงานแล้ว,,,
https://www.instagram.com/ttp.nickc?igsh=MW93MXVhdHJjMWx1Mg==,ttp.nickc,https://chat.fastwork.co/message/1AZ6EUGI,ig : ฟอล,ไทย,350,0,500,,,,0,450,50,,500,15/5/2026,15/5/2026,1,เสร็จสิ้นปิดงานแล้ว,เร่ง,ตะวัน,
https://www.instagram.com/mrchanarun?igsh=cm9zY2U5ajBkZW50,mrchanarun,https://chat.fastwork.co/message/CX9HRMGF,ig : ฟอล,ไทย,700,306,"1,256",,,,0,850,100,"1,032",-82,15/5/2026,18/5/2026,4,เสร็จสิ้นปิดงานแล้ว,,ตะวัน,
https://www.instagram.com/ddreamiy?igsh=MTQwcDVhOXp0b2h1dg==,ddreami,https://chat.fastwork.co/message/HCLHHC7N,ig : ฟอล,ไทย,500,"4,985","5,735",,,,0,650,100,682,68,15/5/2026,8/6/2026,25,เสร็จสิ้นปิดงานแล้ว,,,
https://www.instagram.com/pspyxx?igsh=cHJmZ203ZDNybGlh&utm_source=qr,pspyxx,https://chat.fastwork.co/message/LBUJEYJJ,ig : ฟอล,ไทย,350,"1,067","1,567",,,,0,450,50,515,-15,20/5/2026,22/5/2026,3,เสร็จสิ้นปิดงานแล้ว,,,
https://www.instagram.com/p/DYllpjPDyH3/?igsh=MWE1OG5oaHNhdm5ybA==,onebox_bed,https://chat.fastwork.co/message/FZV97B7D,ig : ไลค์,ไทย,350,3,33,,,,0,30,,,30,21/5/2026,8/6/2026,19,เสร็จสิ้นปิดงานแล้ว,ตะวัน,แบ่งเป้นหลายโพสต์,
https://www.instagram.com/smilestyle.craft/?utm_source=ig_web_button_share_sheet,smilestyle.craft,https://chat.fastwork.co/message/K7PH5IYZ,ig : ฟอล,ไทย,350,9,509,,,,0,450,50,509,-9,21/5/2026,22/5/2026,2,เสร็จสิ้นปิดงานแล้ว,ตะวัน,,
https://www.instagram.com/smilesmiley.shop?igsh=aTBsZjdrcmdkcDVz,smilesmiley.shop,https://chat.fastwork.co/message/VVLG6ZJR,ig : ฟอล,ไทย,350,238,738,,,,0,450,50,543,-43,22/5/2026,23/5/2026,2,เสร็จสิ้นปิดงานแล้ว,,,
https://www.instagram.com/ilovebabycnx?igsh=eXJoYTQxOWN1MGRh,,https://chat.fastwork.co/message/Z8GU0L68,ig : ฟอล,ไทย,400,2,602,,,,0,550,50,628,-28,22/5/2026,23/5/2026,2,เสร็จสิ้นปิดงานแล้ว,,,
https://www.instagram.com/p/DYrsdQYkyTDtUjpkphwPXcohHJtWtKnHHMWB-40/?igsh=MXhlZ2xwd3Nod2tvZg==,prsnam,https://chat.fastwork.co/message/3EFAAVKC,ig : ไลค์,ไทย,150,49,259,,,,0,210,,,210,23/5/2026,24/5/2026,2,เสร็จสิ้นปิดงานแล้ว,,,
https://www.instagram.com/_17ppp?igsh=dzZ5enpieWo2bmo2&utm_source=qr,_17ppp,https://chat.fastwork.co/message/5LLRA6OU,ig : ฟอล,ไทย,700,220,"1,170",,,,0,850,100,949,1,24/5/2026,26/5/2026,3,เสร็จสิ้นปิดงานแล้ว,,,
https://www.instagram.com/ryokonp?igsh=MThubnZiZHNqZGpmcA%3D%3D&utm_source=qr,ryokonp,https://chat.fastwork.co/message/KPZJRVY9,ig : ฟอล,ไทย,350,"1,495","1,945",,,,0,450,,481,-31,25/5/2026,26/5/2026,2,เสร็จสิ้นปิดงานแล้ว,,,
https://www.instagram.com/p/DYuuUcuk_G7/?igsh=ZzgzYjNham9oNHNp,ryokonp,,ig : ไลค์,ไทย,,205,255,,,,0,50,,100,-50,25/5/2026,26/5/2026,2,เสร็จสิ้นปิดงานแล้ว,,,
https://www.instagram.com/huskyvict?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==,"huskyvict",https://chat.fastwork.co/message/LSDTUDUH,ig : ฟอล,ผสม,"2,000","5,288","10,288","4,300",,"3,900",400,700,,,700,26/5/2026,1/6/2026,7,เสร็จสิ้นปิดงานแล้ว,"10,295",,
https://www.instagram.com/teochew.tj/,teochew.tj,,ig : ฟอล,ผสม,,530,"3,130","2,200",,"2,000",200,400,,,400,26/5/2026,1/6/2026,7,เสร็จสิ้นปิดงานแล้ว,"3,129",,
https://www.instagram.com/lookkaew_sireepat?igsh=MTFyMmtwcTBqZmdxNQ==,lookkaew_sireepat,https://chat.fastwork.co/message/4MGJXKK2,ig : ฟอล,ไทย,500,"7,263","7,963",,,,0,650,50,711,-11,27/5/2026,28/5/2026,2,เสร็จสิ้นปิดงานแล้ว,,,
https://www.instagram.com/emmimm.e?igsh=MTYzdGlxYmljYnpkcw==,emmimm.e,https://chat.fastwork.co/message/8U1O3Z3H,ig : ฟอล,ผสม,350,608,"2,058","1,200",,"1,100",100,250,,,250,31/5/2026,2/6/2026,3,เสร็จสิ้นปิดงานแล้ว,,,
https://www.instagram.com/fitbites.th/,fitbites.th,https://chat.fastwork.co/message/7KI675JM,ig : ฟอล,ไทย,350,"1,080","1,580",,,,0,450,50,,500,1/6/2026,2/6/2026,2,เสร็จสิ้นปิดงานแล้ว,,,
https://www.instagram.com/thisbxnk?igsh=MXZ4N254aDY4OGJ0cw==,thisbxnk,https://chat.fastwork.co/message/3WJWMD2H,ig : ฟอล,ไทย,350,8,508,,,,0,450,50,,500,1/6/2026,2/6/2026,2,เสร็จสิ้นปิดงานแล้ว,,,
https://www.instagram.com/p/DZFeu7lkgcE/?img_index=3&igsh=dTkwMmJjaXRnemVo,prsnam,https://chat.fastwork.co/message/TQGO9G59,ig : ไลค์,ไทย,150,59,269,,,,0,210,,,210,2/6/2026,3/6/2026,2,เสร็จสิ้นปิดงานแล้ว,,,
https://www.instagram.com/rosemaisonbkk?igsh=MTIzYWEzNHk1YTZubQ==,rosemaison_bkk,https://chat.fastwork.co/message/OVR0S33B,ig : ฟอล,ต่างชาติ,350,2,"2,502","2,300",200,"2,100",400,,,,0,2/6/2026,3/6/2026,2,เสร็จสิ้นปิดงานแล้ว,,,
https://www.instagram.com/mx_ui.i?igsh=MXdyZ3c0dW9ncTJkNw%3D%3D&utm_source=qr,mx_ui.i,https://chat.fastwork.co/message/1Q9H71,ig : ฟอล,ไทย,350,315,815,,,,0,450,50,,500,3/6/2026,3/6/2026,1,เสร็จสิ้นปิดงานแล้ว,,,
https://www.instagram.com/p/DZHxIVmkhY8/?igsh=ZWhsOXgxNXRmNWF3,prsnam,https://chat.fastwork.co/message/Q1BOR3OV,ig : ไลค์,ไทย,150,21,251,,,,0,210,20,,230,3/6/2026,5/6/2026,3,เสร็จสิ้นปิดงานแล้ว,,,
https://www.instagram.com/smilesmiley.shop?igsh=aTBsZjdrcmdkcDVz,smilesmiley.shop,https://chat.fastwork.co/message/NXV0PCCA,ig : ฟอล,ไทย,350,772,"1,272",,,,0,450,50,,500,5/6/2026,9/6/2026,5,เสร็จสิ้นปิดงานแล้ว,,,
https://www.instagram.com/jinny_cafe_bar?igsh=MXQ2MGt0Nmg3azR6cQ==,Jinny_cafe_bar,https://chat.fastwork.co/message/HH5W2B7L,ig : ฟอล,ผสม,350,685,"2,135","1,200",,"1,100",100,250,,,250,11/6/2026,13/6/2026,3,เสร็จสิ้นปิดงานแล้ว,,,
https://www.instagram.com/cloud_9tattoophuket?igsh=MTBibm0yeWM3cDVucg%3D%3D&utm_source=qr,cloud_9tattoophuket,https://chat.fastwork.co/message/HT6EJKIP,ig : ฟอล,ผสม,500,34,"2,284","2,000",,"2,500",-500,250,,,250,11/6/2026,14/6/2026,4,เสร็จสิ้นปิดงานแล้ว,,,
https://www.instagram.com/p/DVf8qO1gUiH/?igsh=MWQ0bzF6MDh2dHllbw===,babycambkk,https://chat.fastwork.co/room/ILJUDL2dJe,ig : ไลค์,ต่างชาติ,150,494,"1,494","1,000",,,"1,000",,,,0,19/6/2026,21/6/2026,3,เสร็จสิ้นปิดงานแล้ว,,,
https://www.instagram.com/lookkaew_sireepat?igsh=MTFyMmtwcTBqZmdxNQ==,lookkaew_sireepat,https://chat.fastwork.co/room/N6XxZexzQr,ig : ฟอล,ไทย,"1,600","7,892","10,192",,,,0,"2,100",200,,"2,300",21/6/2026,25/6/2026,5,เสร็จสิ้นปิดงานแล้ว,,,
https://www.instagram.com/bigtangka?igsh=NDk4Y3N0bTIzZ3F3&utm_source=qr,bigtangka,https://chat.fastwork.co/room/vlu_T_i2Rp,ig : ฟอล,ไทย,500,46,796,,,,0,650,100,,750,25/6/2026,26/6/2026,2,เสร็จสิ้นปิดงานแล้ว,,,
https://www.instagram.com/p/DaE2tviGcdH/?igsh=ZzN0eXdpangxODJx,,https://chat.fastwork.co/room/0m5Lz4vdlC,ig : ไลค์,ไทย,150,1,201,,,,0,200,,,200,27/6/2026,28/6/2026,2,เสร็จสิ้นปิดงานแล้ว,,,
https://www.instagram.com/_laviitra_?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==,_laviitra_,https://chat.fastwork.co/room/rTQyTO_mk--,ig : ฟอล,ไทย,650,"5,015","6,015",,,,0,850,150,,"1,000",27/6/2026,30/6/2026,4,เสร็จสิ้นปิดงานแล้ว,,,
https://www.instagram.com/fantastic672026?igsh=aHV1c2Vsd2ZwYmN2,fantastic672026,https://chat.fastwork.co/room/c_nwur_EtU,ig : ฟอล,ไทย,150,1,201,,,,0,200,,,200,28/6/2026,28/6/2026,1,เสร็จสิ้นปิดงานแล้ว,,,
https://www.instagram.com/smilesmiley.shop?igsh=aTBsZjdrcmdkcDVz,smilesmiley.shop,https://chat.fastwork.co/room/cZKkX8AFkp,ig : ฟอล,ไทย,150,"1,293","1,493",,,,0,200,,,200,28/6/2026,29/6/2026,2,เสร็จสิ้นปิดงานแล้ว,,,
https://www.instagram.com/smilesmiley.shop?igsh=aTBsZjdrcmdkcDVz,smilesmiley.shop,https://chat.fastwork.co/room/cZKkX8AFkp,ig : ฟอล,ต่างชาติ,200,"1,497","2,297",500,,540,-40,300,,,300,29/6/2026,30/6/2026,2,เสร็จสิ้นปิดงานแล้ว,,,
https://www.instagram.com/rairin.studio?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==,rairin.studio,https://chat.fastwork.co/room/iVHtWDiHdv,ig : ฟอล,ไทย,350,15,515,,,,0,450,50,,500,29/6/2026,1/7/2026,3,เสร็จสิ้นปิดงานแล้ว,,,
https://www.instagram.com/maisoneva789?igsh=bGhyZGNzNDY4c2tt,maisoneva789,https://chat.fastwork.co/message/ZIDIFP46,ig : ฟอล,ไทย,350,73,573,,,,0,450,50,,500,29/6/2026,30/6/2026,2,เสร็จสิ้นปิดงานแล้ว,,,
https://www.instagram.com/el_lliz16?igsh=MXNzejlwNzMyc3NjeQ%3D%3D,el_lliz16,https://chat.fastwork.co/room/hchUiN27mU,ig : ฟอล,ผสม,850,"4,448","10,948","5,300","1,000","5,000","1,300",200,,,200,1/7/2026,,,เสร็จสิ้นปิดงานแล้ว,,,
https://www.instagram.com/kim____tara?igsh=OTZ3ZjA2cXEzZnNh&utm_source=qr,kim____tara,https://chat.fastwork.co/room/P2X7xz-9ta,ig : ฟอล,ไทย,500,"1,344","1,844",,,,0,500,,490,10,1/7/2026,3/7/2026,3,เสร็จสิ้นปิดงานแล้ว,ตะวัน,,
